id_chamado,id_ativo,categoria_equipamento,filial_operacao,dt_abertura_chamado,sla_prometido_horas,tempo_atendimento_horas,custo_manutencao,status_ativo
CH-10678,EQP-208,Trator Agro,Uberlândia,2026-02-14 14:00:00,48,22.5,7014.97,Em Operação
CH-10679,EQP-164,Trator Agro,Ribeirão Preto,2026-01-04 14:00:00,48,5.6,4404.1,Em Operação
CH-10680,EQP-185,Utilitário Leve,Ribeirão Preto,2026-06-03 03:00:00,48,5.5,10042.52,Em Operação
CH-10681,EQP-244,Escavadeira Linha Amarela,Mogi das Cruzes,2026-06-04 08:00:00,24,18.6,6072.86,Em Operação
CH-10682,EQP-170,Caminhão Heavy Duty,Mogi das Cruzes,2026-06-23 18:00:00,72,1.0,10966.11,Em Operação
CH-10683,EQP-144,Utilitário Leve,Cuiabá,2026-04-17 16:00:00,72,3.9,11157.77,Em Operação
CH-10684,EQP-231,Escavadeira Linha Amarela,Cuiabá,2026-02-20 10:00:00,48,16.1,2235.42,Em Operação
CH-10685,EQP-135,Escavadeira Linha Amarela,Jundiaí,2026-02-19 08:00:00,24,2.0,327.18,Em Operação
CH-10686,EQP-169,Caminhão Heavy Duty,Cuiabá,2026-01-06 09:00:00,72,15.2,11811.99,Em Operação
CH-10687,EQP-258,Caminhão Heavy Duty,Jundiaí,2026-02-28 17:00:00,48,19.3,10901.81,Em Operação
CH-10688,EQP-118,Caminhão Heavy Duty,Uberlândia,2026-05-05 19:00:00,72,18.0,948.71,Em Operação
CH-10689,EQP-288,Trator Agro,Mogi das Cruzes,2026-05-23 12:00:00,72,61.0,10046.5,Em Operação
CH-10690,EQP-207,Caminhão Heavy Duty,Uberlândia,2026-01-30 07:00:00,24,22.7,5656.32,Em Operação
CH-10691,EQP-281,Escavadeira Linha Amarela,Cuiabá,2026-06-19 06:00:00,24,18.9,3329.85,Em Manutenção
CH-10692,EQP-266,Caminhão Heavy Duty,Uberlândia,2026-05-02 16:00:00,72,15.9,10581.33,Em Operação
CH-10693,EQP-190,Escavadeira Linha Amarela,Uberlândia,2026-05-05 20:00:00,48,51.1,2601.01,Em Operação
CH-10694,EQP-189,Utilitário Leve,Uberlândia,2026-02-06 22:00:00,24,67.6,11383.41,Em Operação
CH-10695,EQP-118,Trator Agro,Cuiabá,2026-06-19 14:00:00,72,57.6,2705.77,Em Operação
CH-10696,EQP-138,Utilitário Leve,Uberlândia,2026-05-04 19:00:00,24,33.6,7480.09,Em Operação
CH-10697,EQP-225,Utilitário Leve,Jundiaí,2026-04-11 14:00:00,24,4.4,2910.11,Em Operação
CH-10698,EQP-294,Escavadeira Linha Amarela,Cuiabá,2026-02-04 00:00:00,24,9.7,6684.32,Em Operação
CH-10699,EQP-272,Utilitário Leve,Uberlândia,2026-03-28 13:00:00,72,1.4,8302.51,Em Operação
CH-10700,EQP-240,Escavadeira Linha Amarela,Cuiabá,2026-05-14 04:00:00,48,80.1,2525.67,Em Operação
CH-10701,EQP-225,Caminhão Heavy Duty,Ribeirão Preto,2026-01-18 10:00:00,48,32.4,6394.36,Em Operação
CH-10702,EQP-157,Caminhão Heavy Duty,Jundiaí,2026-04-23 15:00:00,48,41.2,5788.0,Em Operação
CH-10703,EQP-247,Escavadeira Linha Amarela,Uberlândia,2026-01-29 01:00:00,24,11.2,1131.14,Em Operação
CH-10704,EQP-299,Caminhão Heavy Duty,Ribeirão Preto,2026-03-18 07:00:00,72,56.1,9874.2,Em Operação
CH-10705,EQP-160,Trator Agro,Ribeirão Preto,2026-02-28 10:00:00,24,9.0,4227.48,Em Operação
CH-10706,EQP-226,Utilitário Leve,Cuiabá,2026-06-24 17:00:00,48,0.0,7022.61,Em Operação
CH-10707,EQP-204,Trator Agro,Ribeirão Preto,2026-05-06 02:00:00,48,14.2,6322.98,Em Manutenção
CH-10708,EQP-266,Utilitário Leve,Jundiaí,2026-05-25 00:00:00,72,25.4,6305.15,Em Manutenção
CH-10709,EQP-100,Caminhão Heavy Duty,Jundiaí,2026-04-19 10:00:00,24,19.5,1554.5,Em Operação
CH-10710,EQP-230,Trator Agro,Mogi das Cruzes,2026-01-22 15:00:00,48,59.4,5254.74,Em Operação
CH-10711,EQP-191,Caminhão Heavy Duty,Jundiaí,2026-03-09 17:00:00,72,3.3,5592.69,Em Operação
CH-10712,EQP-289,Utilitário Leve,Ribeirão Preto,2026-03-10 15:00:00,24,24.2,8883.62,Em Operação
CH-10713,EQP-290,Escavadeira Linha Amarela,Jundiaí,2026-06-14 22:00:00,24,21.6,10128.22,Em Operação
CH-10714,EQP-212,Escavadeira Linha Amarela,Cuiabá,2026-02-18 09:00:00,48,9.9,6676.29,Em Operação
CH-10715,EQP-252,Trator Agro,Mogi das Cruzes,2026-05-21 17:00:00,48,51.8,1315.36,Em Manutenção
CH-10716,EQP-155,Caminhão Heavy Duty,Ribeirão Preto,2026-06-11 05:00:00,24,41.9,3071.14,Em Operação
CH-10717,EQP-260,Caminhão Heavy Duty,Mogi das Cruzes,2026-04-19 18:00:00,24,39.6,2229.73,Em Operação
CH-10718,EQP-265,Trator Agro,Ribeirão Preto,2026-03-27 03:00:00,48,62.7,1758.0,Em Operação
CH-10719,EQP-216,Escavadeira Linha Amarela,Cuiabá,2026-02-22 12:00:00,24,38.5,4581.02,Em Operação
CH-10720,EQP-233,Utilitário Leve,Mogi das Cruzes,2026-05-03 13:00:00,48,7.9,2983.9,Em Operação
CH-10721,EQP-157,Trator Agro,Uberlândia,2026-03-28 02:00:00,24,36.7,2854.15,Em Operação
CH-10722,EQP-143,Utilitário Leve,Ribeirão Preto,2026-06-28 09:00:00,48,11.0,939.91,Em Operação
CH-10723,EQP-272,Escavadeira Linha Amarela,Uberlândia,2026-05-11 05:00:00,72,8.3,506.74,Em Operação
CH-10724,EQP-259,Caminhão Heavy Duty,Mogi das Cruzes,2026-02-11 00:00:00,48,2.3,1502.39,Em Manutenção
CH-10725,EQP-272,Escavadeira Linha Amarela,Uberlândia,2026-04-08 22:00:00,48,40.9,2314.71,Em Operação
CH-10726,EQP-160,Trator Agro,Uberlândia,2026-06-09 13:00:00,72,37.2,5342.51,Em Operação
CH-10727,EQP-146,Caminhão Heavy Duty,Mogi das Cruzes,2026-04-19 07:00:00,24,8.0,6273.09,Em Operação
CH-10728,EQP-248,Trator Agro,Cuiabá,2026-02-20 18:00:00,72,41.5,1944.93,Em Operação
CH-10729,EQP-179,Trator Agro,Uberlândia,2026-03-26 13:00:00,48,75.0,5269.97,Em Operação
CH-10730,EQP-217,Escavadeira Linha Amarela,Uberlândia,2026-06-23 09:00:00,24,3.4,4298.46,Em Manutenção
CH-10731,EQP-263,Trator Agro,Cuiabá,2026-05-07 16:00:00,72,7.9,2446.06,Em Operação
CH-10732,EQP-246,Escavadeira Linha Amarela,Uberlândia,2026-01-21 08:00:00,24,41.6,380.04,Em Manutenção
CH-10733,EQP-119,Caminhão Heavy Duty,Uberlândia,2026-02-13 05:00:00,24,9.6,5764.11,Em Operação
CH-10734,EQP-284,Escavadeira Linha Amarela,Uberlândia,2026-05-19 10:00:00,72,29.4,8322.13,Em Operação
CH-10735,EQP-245,Caminhão Heavy Duty,Jundiaí,2026-04-13 06:00:00,24,2.5,2947.44,Em Manutenção
CH-10736,EQP-146,Escavadeira Linha Amarela,Cuiabá,2026-03-09 16:00:00,72,18.1,1842.14,Em Operação
CH-10737,EQP-148,Utilitário Leve,Uberlândia,2026-05-09 00:00:00,48,40.3,10678.4,Em Operação
CH-10738,EQP-113,Utilitário Leve,Cuiabá,2026-04-02 21:00:00,24,34.8,3517.79,Em Operação
CH-10739,EQP-242,Trator Agro,Ribeirão Preto,2026-01-24 04:00:00,48,50.6,2916.27,Em Operação
CH-10740,EQP-258,Escavadeira Linha Amarela,Ribeirão Preto,2026-05-05 08:00:00,48,63.0,10328.03,Em Operação
CH-10741,EQP-100,Escavadeira Linha Amarela,Uberlândia,2026-05-21 17:00:00,24,44.5,9860.15,Em Manutenção
CH-10742,EQP-216,Caminhão Heavy Duty,Cuiabá,2026-04-21 20:00:00,72,33.4,5545.65,Em Operação
CH-10743,EQP-153,Trator Agro,Cuiabá,2026-04-08 01:00:00,24,1.0,6024.09,Em Operação
CH-10744,EQP-217,Escavadeira Linha Amarela,Cuiabá,2026-05-19 10:00:00,48,23.0,2847.66,Em Manutenção
CH-10745,EQP-102,Trator Agro,Jundiaí,2026-06-28 05:00:00,48,1.2,1216.13,Em Operação
CH-10746,EQP-243,Utilitário Leve,Ribeirão Preto,2026-01-17 07:00:00,72,49.5,7009.15,Em Operação
CH-10747,EQP-284,Escavadeira Linha Amarela,Cuiabá,2026-04-09 03:00:00,24,11.6,1450.64,Em Operação
CH-10748,EQP-111,Escavadeira Linha Amarela,Cuiabá,2026-03-23 17:00:00,48,24.8,5556.51,Em Operação
CH-10749,EQP-173,Trator Agro,Jundiaí,2026-04-14 10:00:00,48,9.8,11303.82,Em Operação
CH-10750,EQP-115,Escavadeira Linha Amarela,Jundiaí,2026-06-01 04:00:00,48,45.8,11448.16,Em Manutenção
CH-10751,EQP-299,Trator Agro,Cuiabá,2026-01-19 14:00:00,72,65.3,3100.19,Em Operação
CH-10752,EQP-201,Escavadeira Linha Amarela,Mogi das Cruzes,2026-06-14 17:00:00,48,15.3,7602.13,Em Operação
CH-10753,EQP-251,Caminhão Heavy Duty,Cuiabá,2026-03-26 01:00:00,48,59.6,5846.69,Em Operação
CH-10754,EQP-255,Trator Agro,Cuiabá,2026-01-08 21:00:00,24,9.3,10545.52,Em Operação
CH-10755,EQP-216,Escavadeira Linha Amarela,Jundiaí,2026-01-28 10:00:00,24,22.9,3475.74,Em Operação
CH-10756,EQP-107,Utilitário Leve,Jundiaí,2026-01-05 12:00:00,48,58.7,343.32,Em Operação
CH-10757,EQP-221,Escavadeira Linha Amarela,Cuiabá,2026-05-25 03:00:00,48,11.8,2201.97,Em Operação
CH-10758,EQP-191,Utilitário Leve,Cuiabá,2026-04-11 21:00:00,24,92.4,4389.42,Em Operação
CH-10759,EQP-263,Utilitário Leve,Cuiabá,2026-06-13 06:00:00,72,3.9,3993.94,Em Operação
CH-10760,EQP-189,Caminhão Heavy Duty,Jundiaí,2026-04-28 10:00:00,72,0.6,9558.95,Em Operação
CH-10761,EQP-235,Trator Agro,Cuiabá,2026-05-27 21:00:00,72,70.3,8262.56,Em Operação
CH-10762,EQP-285,Escavadeira Linha Amarela,Cuiabá,2026-03-05 03:00:00,72,2.1,3804.81,Em Operação
CH-10763,EQP-159,Caminhão Heavy Duty,Uberlândia,2026-04-01 14:00:00,72,144.4,5655.6,Em Operação
CH-10764,EQP-277,Escavadeira Linha Amarela,Mogi das Cruzes,2026-04-27 00:00:00,72,90.7,1418.04,Em Operação
CH-10765,EQP-127,Utilitário Leve,Ribeirão Preto,2026-04-08 22:00:00,72,4.4,10808.31,Em Operação
CH-10766,EQP-200,Trator Agro,Mogi das Cruzes,2026-01-11 02:00:00,72,23.1,11244.47,Em Operação
CH-10767,EQP-140,Escavadeira Linha Amarela,Uberlândia,2026-02-23 13:00:00,24,6.1,11763.7,Em Operação
CH-10768,EQP-291,Escavadeira Linha Amarela,Ribeirão Preto,2026-06-22 05:00:00,72,16.8,10462.07,Em Operação
CH-10769,EQP-254,Utilitário Leve,Cuiabá,2026-02-16 17:00:00,72,1.9,2335.34,Em Operação
CH-10770,EQP-290,Escavadeira Linha Amarela,Uberlândia,2026-05-20 00:00:00,72,7.6,840.5,Em Operação
CH-10771,EQP-244,Escavadeira Linha Amarela,Cuiabá,2026-05-29 05:00:00,48,13.5,7081.28,Em Operação
CH-10772,EQP-260,Utilitário Leve,Jundiaí,2026-05-19 05:00:00,24,17.3,10977.48,Em Operação
CH-10773,EQP-256,Caminhão Heavy Duty,Uberlândia,2026-01-05 20:00:00,24,113.8,2375.01,Em Manutenção
CH-10774,EQP-240,Utilitário Leve,Jundiaí,2026-01-20 15:00:00,24,49.5,382.4,Em Manutenção
CH-10775,EQP-145,Caminhão Heavy Duty,Uberlândia,2026-06-18 04:00:00,72,40.1,9724.3,Em Operação
CH-10776,EQP-134,Trator Agro,Uberlândia,2026-02-15 16:00:00,72,23.1,1198.51,Em Operação
CH-10777,EQP-233,Caminhão Heavy Duty,Jundiaí,2026-01-12 09:00:00,48,55.0,5140.36,Em Operação
CH-10778,EQP-181,Caminhão Heavy Duty,Ribeirão Preto,2026-03-11 20:00:00,24,12.4,8242.98,Em Operação
CH-10779,EQP-214,Trator Agro,Mogi das Cruzes,2026-01-17 17:00:00,72,37.0,3070.53,Em Operação
CH-10780,EQP-296,Caminhão Heavy Duty,Cuiabá,2026-04-25 06:00:00,24,152.4,1282.36,Em Operação
CH-10781,EQP-146,Utilitário Leve,Uberlândia,2026-05-27 02:00:00,48,11.3,9309.25,Em Operação
CH-10782,EQP-252,Caminhão Heavy Duty,Cuiabá,2026-06-03 12:00:00,48,33.6,7673.05,Em Operação
CH-10783,EQP-293,Trator Agro,Jundiaí,2026-02-17 14:00:00,48,55.8,11865.34,Em Manutenção
CH-10784,EQP-109,Utilitário Leve,Cuiabá,2026-04-18 19:00:00,24,74.2,4328.4,Em Operação
CH-10785,EQP-155,Trator Agro,Jundiaí,2026-02-21 18:00:00,72,38.0,1022.62,Em Operação
CH-10786,EQP-129,Trator Agro,Cuiabá,2026-04-06 02:00:00,72,10.0,8891.9,Em Operação
CH-10787,EQP-208,Escavadeira Linha Amarela,Mogi das Cruzes,2026-03-11 03:00:00,48,11.8,6404.28,Em Operação
CH-10788,EQP-104,Escavadeira Linha Amarela,Mogi das Cruzes,2026-04-12 04:00:00,72,0.6,2794.49,Em Operação
CH-10789,EQP-218,Trator Agro,Mogi das Cruzes,2026-03-16 00:00:00,48,42.9,9446.23,Em Operação
CH-10790,EQP-132,Trator Agro,Mogi das Cruzes,2026-06-10 03:00:00,24,1.3,2683.94,Em Operação
CH-10791,EQP-217,Trator Agro,Mogi das Cruzes,2026-05-31 11:00:00,48,60.0,3349.74,Em Operação
CH-10792,EQP-164,Escavadeira Linha Amarela,Mogi das Cruzes,2026-05-23 09:00:00,24,3.8,1382.58,Em Operação
CH-10793,EQP-245,Escavadeira Linha Amarela,Jundiaí,2026-06-04 22:00:00,48,5.7,4973.36,Em Manutenção
CH-10794,EQP-276,Caminhão Heavy Duty,Uberlândia,2026-06-28 20:00:00,72,19.4,5201.47,Em Operação
CH-10795,EQP-110,Caminhão Heavy Duty,Cuiabá,2026-03-23 19:00:00,72,40.2,6320.37,Em Operação
CH-10796,EQP-184,Trator Agro,Mogi das Cruzes,2026-04-02 12:00:00,48,4.5,8594.88,Em Operação
CH-10797,EQP-125,Utilitário Leve,Jundiaí,2026-06-28 22:00:00,72,17.4,10901.38,Em Operação
CH-10798,EQP-162,Utilitário Leve,Jundiaí,2026-06-24 13:00:00,72,19.8,1911.49,Em Operação
CH-10799,EQP-185,Escavadeira Linha Amarela,Jundiaí,2026-01-04 22:00:00,72,7.2,935.87,Em Operação
CH-10800,EQP-158,Escavadeira Linha Amarela,Uberlândia,2026-05-15 04:00:00,24,3.7,516.82,Em Operação
CH-10801,EQP-126,Escavadeira Linha Amarela,Cuiabá,2026-04-19 03:00:00,72,54.3,1980.37,Em Operação
CH-10802,EQP-276,Trator Agro,Uberlândia,2026-06-12 13:00:00,24,20.9,7998.01,Em Operação
CH-10803,EQP-260,Utilitário Leve,Ribeirão Preto,2026-02-17 09:00:00,48,0.4,8811.48,Em Operação
CH-10804,EQP-197,Caminhão Heavy Duty,Jundiaí,2026-03-14 16:00:00,72,48.7,9502.12,Em Manutenção
CH-10805,EQP-204,Trator Agro,Ribeirão Preto,2026-03-13 09:00:00,72,118.6,3151.39,Em Operação
CH-10806,EQP-198,Caminhão Heavy Duty,Mogi das Cruzes,2026-04-26 06:00:00,72,27.9,3878.97,Em Operação
CH-10807,EQP-228,Caminhão Heavy Duty,Mogi das Cruzes,2026-06-22 15:00:00,48,21.0,5952.68,Em Operação
CH-10808,EQP-248,Trator Agro,Uberlândia,2026-03-22 00:00:00,24,63.2,1039.24,Em Manutenção
CH-10809,EQP-154,Caminhão Heavy Duty,Cuiabá,2026-03-22 16:00:00,24,91.4,7450.36,Em Operação
CH-10810,EQP-105,Utilitário Leve,Ribeirão Preto,2026-04-23 20:00:00,72,42.1,11809.7,Em Operação
CH-10811,EQP-296,Caminhão Heavy Duty,Cuiabá,2026-04-06 08:00:00,48,17.7,4521.43,Em Operação
CH-10812,EQP-194,Utilitário Leve,Uberlândia,2026-03-13 05:00:00,48,26.9,9108.32,Em Operação
CH-10813,EQP-232,Utilitário Leve,Mogi das Cruzes,2026-05-27 18:00:00,48,36.2,6150.4,Em Operação
CH-10814,EQP-201,Utilitário Leve,Cuiabá,2026-03-04 12:00:00,48,6.5,1795.4,Em Operação
CH-10815,EQP-102,Escavadeira Linha Amarela,Cuiabá,2026-02-07 02:00:00,48,17.8,7112.18,Em Manutenção
CH-10816,EQP-280,Caminhão Heavy Duty,Mogi das Cruzes,2026-03-08 06:00:00,24,53.1,3808.53,Em Operação
CH-10817,EQP-122,Trator Agro,Ribeirão Preto,2026-03-10 21:00:00,24,31.9,702.52,Em Manutenção
CH-10818,EQP-152,Trator Agro,Mogi das Cruzes,2026-01-13 08:00:00,24,15.9,7728.68,Em Operação
CH-10819,EQP-264,Caminhão Heavy Duty,Cuiabá,2026-06-24 21:00:00,72,32.7,10349.51,Em Operação
CH-10820,EQP-182,Escavadeira Linha Amarela,Ribeirão Preto,2026-01-31 04:00:00,48,3.8,4333.81,Em Manutenção
CH-10821,EQP-244,Escavadeira Linha Amarela,Ribeirão Preto,2026-04-24 09:00:00,72,15.4,4866.46,Em Operação
CH-10822,EQP-184,Utilitário Leve,Mogi das Cruzes,2026-01-22 22:00:00,48,47.3,10724.95,Em Operação
CH-10823,EQP-177,Caminhão Heavy Duty,Cuiabá,2026-04-03 16:00:00,24,7.5,9819.22,Em Operação
CH-10824,EQP-209,Caminhão Heavy Duty,Uberlândia,2026-06-20 11:00:00,72,6.2,8664.95,Em Operação
CH-10825,EQP-100,Trator Agro,Cuiabá,2026-03-08 22:00:00,24,90.4,3210.93,Em Operação
CH-10826,EQP-150,Caminhão Heavy Duty,Jundiaí,2026-02-23 15:00:00,48,7.1,10949.53,Em Operação
CH-10827,EQP-272,Escavadeira Linha Amarela,Uberlândia,2026-05-18 02:00:00,48,9.1,2106.66,Em Operação
CH-10828,EQP-103,Caminhão Heavy Duty,Ribeirão Preto,2026-02-11 21:00:00,48,104.8,7633.22,Em Operação
CH-10829,EQP-289,Trator Agro,Uberlândia,2026-03-05 08:00:00,24,39.8,636.97,Em Operação
CH-10830,EQP-292,Utilitário Leve,Ribeirão Preto,2026-05-06 14:00:00,48,36.1,7831.52,Em Operação
CH-10831,EQP-212,Trator Agro,Ribeirão Preto,2026-01-21 04:00:00,24,57.5,3542.59,Em Operação
CH-10832,EQP-131,Trator Agro,Uberlândia,2026-06-18 22:00:00,72,3.7,5561.22,Em Operação
CH-10833,EQP-133,Utilitário Leve,Ribeirão Preto,2026-06-01 12:00:00,48,36.7,4339.6,Em Operação
CH-10834,EQP-191,Trator Agro,Ribeirão Preto,2026-02-04 13:00:00,48,21.0,2321.25,Em Operação
CH-10835,EQP-194,Trator Agro,Jundiaí,2026-01-30 19:00:00,48,53.0,7577.18,Em Operação
CH-10836,EQP-171,Caminhão Heavy Duty,Cuiabá,2026-02-26 14:00:00,72,21.3,10619.11,Em Manutenção
CH-10837,EQP-138,Caminhão Heavy Duty,Cuiabá,2026-02-16 15:00:00,48,29.0,11521.29,Em Operação
CH-10838,EQP-253,Utilitário Leve,Jundiaí,2026-06-12 22:00:00,24,19.5,2550.45,Em Operação
CH-10839,EQP-261,Caminhão Heavy Duty,Uberlândia,2026-01-19 12:00:00,24,19.5,8693.26,Em Operação
CH-10840,EQP-281,Caminhão Heavy Duty,Mogi das Cruzes,2026-04-24 16:00:00,48,43.8,8072.77,Em Operação
CH-10841,EQP-217,Trator Agro,Mogi das Cruzes,2026-01-08 22:00:00,48,29.7,4317.52,Em Operação
CH-10842,EQP-102,Escavadeira Linha Amarela,Mogi das Cruzes,2026-01-26 07:00:00,72,30.1,523.46,Em Operação
CH-10843,EQP-222,Caminhão Heavy Duty,Jundiaí,2026-04-23 20:00:00,72,18.0,8370.56,Em Operação
CH-10844,EQP-149,Escavadeira Linha Amarela,Jundiaí,2026-03-12 01:00:00,72,22.7,11362.29,Em Manutenção
CH-10845,EQP-111,Caminhão Heavy Duty,Ribeirão Preto,2026-01-30 04:00:00,48,41.1,7695.81,Em Operação
CH-10846,EQP-292,Caminhão Heavy Duty,Mogi das Cruzes,2026-05-15 05:00:00,72,52.5,5392.92,Em Operação
CH-10847,EQP-153,Utilitário Leve,Uberlândia,2026-03-08 11:00:00,72,35.8,6444.3,Em Operação
CH-10848,EQP-232,Utilitário Leve,Uberlândia,2026-03-06 17:00:00,24,77.3,2635.66,Em Manutenção
CH-10849,EQP-156,Utilitário Leve,Mogi das Cruzes,2026-02-05 21:00:00,72,51.5,9081.37,Em Operação
CH-10850,EQP-244,Escavadeira Linha Amarela,Mogi das Cruzes,2026-01-25 21:00:00,24,24.8,9033.11,Em Operação
CH-10851,EQP-211,Trator Agro,Mogi das Cruzes,2026-02-06 00:00:00,24,33.4,2002.55,Em Operação
CH-10852,EQP-146,Caminhão Heavy Duty,Jundiaí,2026-01-01 16:00:00,72,78.2,10572.35,Em Operação
CH-10853,EQP-250,Caminhão Heavy Duty,Jundiaí,2026-05-23 10:00:00,24,29.0,3449.52,Em Operação
CH-10854,EQP-184,Caminhão Heavy Duty,Jundiaí,2026-02-06 09:00:00,48,52.3,11792.4,Em Operação
CH-10855,EQP-241,Escavadeira Linha Amarela,Cuiabá,2026-05-21 18:00:00,48,35.0,4779.97,Em Operação
CH-10856,EQP-165,Utilitário Leve,Uberlândia,2026-05-16 13:00:00,72,24.1,2381.24,Em Operação
CH-10857,EQP-174,Trator Agro,Uberlândia,2026-05-13 09:00:00,48,8.3,4415.13,Em Operação
CH-10858,EQP-278,Escavadeira Linha Amarela,Ribeirão Preto,2026-05-08 14:00:00,24,16.7,5450.11,Em Operação
CH-10859,EQP-202,Utilitário Leve,Jundiaí,2026-05-07 18:00:00,48,103.0,1110.9,Em Operação
CH-10860,EQP-265,Escavadeira Linha Amarela,Cuiabá,2026-01-01 03:00:00,72,32.2,7065.16,Em Operação
CH-10861,EQP-291,Trator Agro,Cuiabá,2026-06-13 01:00:00,72,24.9,7292.3,Em Operação
CH-10862,EQP-137,Utilitário Leve,Uberlândia,2026-02-04 08:00:00,24,81.1,8945.49,Em Operação
CH-10863,EQP-149,Escavadeira Linha Amarela,Jundiaí,2026-04-14 09:00:00,72,26.5,641.29,Em Operação
CH-10864,EQP-197,Trator Agro,Ribeirão Preto,2026-01-23 10:00:00,48,22.4,6632.49,Em Operação
CH-10865,EQP-181,Caminhão Heavy Duty,Jundiaí,2026-01-09 13:00:00,72,42.7,919.02,Em Operação
CH-10866,EQP-129,Trator Agro,Mogi das Cruzes,2026-02-03 06:00:00,24,37.4,8503.39,Em Operação
CH-10867,EQP-178,Caminhão Heavy Duty,Jundiaí,2026-06-23 22:00:00,72,6.4,952.02,Em Operação
CH-10868,EQP-190,Escavadeira Linha Amarela,Mogi das Cruzes,2026-05-08 14:00:00,48,19.1,10967.22,Em Operação
CH-10869,EQP-278,Utilitário Leve,Mogi das Cruzes,2026-01-04 21:00:00,24,19.2,8514.37,Em Operação
CH-10870,EQP-290,Utilitário Leve,Ribeirão Preto,2026-06-07 18:00:00,48,14.3,6236.46,Em Manutenção
CH-10871,EQP-151,Escavadeira Linha Amarela,Uberlândia,2026-04-12 21:00:00,24,21.9,5465.6,Em Operação
CH-10872,EQP-265,Utilitário Leve,Jundiaí,2026-03-16 14:00:00,72,16.0,1828.87,Em Manutenção
CH-10873,EQP-178,Utilitário Leve,Mogi das Cruzes,2026-04-09 07:00:00,24,6.7,3704.69,Em Operação
CH-10874,EQP-129,Caminhão Heavy Duty,Jundiaí,2026-03-13 10:00:00,24,15.9,10466.82,Em Operação
CH-10875,EQP-205,Escavadeira Linha Amarela,Uberlândia,2026-01-03 08:00:00,72,2.3,10882.1,Em Operação
CH-10876,EQP-150,Trator Agro,Uberlândia,2026-05-22 14:00:00,48,25.7,308.75,Em Operação
CH-10877,EQP-180,Caminhão Heavy Duty,Cuiabá,2026-06-22 00:00:00,72,57.7,7251.4,Em Operação
CH-10878,EQP-232,Escavadeira Linha Amarela,Uberlândia,2026-02-03 00:00:00,24,38.8,8715.82,Em Operação
CH-10879,EQP-128,Caminhão Heavy Duty,Ribeirão Preto,2026-02-14 18:00:00,72,13.4,7539.34,Em Operação
CH-10880,EQP-231,Trator Agro,Mogi das Cruzes,2026-03-02 02:00:00,24,2.7,1255.65,Em Operação
CH-10881,EQP-237,Trator Agro,Cuiabá,2026-03-24 09:00:00,72,6.8,2847.38,Em Operação
CH-10882,EQP-283,Escavadeira Linha Amarela,Ribeirão Preto,2026-05-03 07:00:00,72,23.7,3228.98,Em Operação
CH-10883,EQP-244,Trator Agro,Jundiaí,2026-04-12 14:00:00,48,7.0,10031.18,Em Operação
CH-10884,EQP-173,Caminhão Heavy Duty,Mogi das Cruzes,2026-01-16 09:00:00,24,23.6,5719.43,Em Operação
CH-10885,EQP-116,Trator Agro,Uberlândia,2026-03-07 00:00:00,48,7.9,5995.89,Em Operação
CH-10886,EQP-183,Caminhão Heavy Duty,Mogi das Cruzes,2026-06-17 17:00:00,24,56.7,11238.25,Em Operação
CH-10887,EQP-168,Caminhão Heavy Duty,Jundiaí,2026-05-25 01:00:00,72,15.2,7753.9,Em Operação
CH-10888,EQP-133,Trator Agro,Cuiabá,2026-04-29 18:00:00,24,8.5,10814.41,Em Manutenção
CH-10889,EQP-105,Escavadeira Linha Amarela,Cuiabá,2026-06-11 12:00:00,48,50.2,5641.15,Em Operação
CH-10890,EQP-152,Utilitário Leve,Cuiabá,2026-05-04 21:00:00,48,12.6,2048.4,Em Operação
CH-10891,EQP-293,Trator Agro,Uberlândia,2026-05-24 00:00:00,48,3.5,11180.25,Em Operação
CH-10892,EQP-225,Caminhão Heavy Duty,Ribeirão Preto,2026-04-12 01:00:00,24,25.3,5666.85,Em Operação
CH-10893,EQP-142,Caminhão Heavy Duty,Ribeirão Preto,2026-03-07 15:00:00,48,26.1,2425.09,Em Operação
CH-10894,EQP-214,Trator Agro,Mogi das Cruzes,2026-01-13 14:00:00,48,37.6,3838.03,Em Operação
CH-10895,EQP-210,Escavadeira Linha Amarela,Uberlândia,2026-04-21 12:00:00,48,8.2,894.39,Em Operação
CH-10896,EQP-250,Escavadeira Linha Amarela,Cuiabá,2026-06-08 15:00:00,72,17.6,5779.12,Em Manutenção
CH-10897,EQP-282,Caminhão Heavy Duty,Cuiabá,2026-02-03 16:00:00,72,10.0,10281.6,Em Operação
CH-10898,EQP-179,Caminhão Heavy Duty,Jundiaí,2026-02-08 20:00:00,24,2.5,11222.89,Em Operação
CH-10899,EQP-194,Escavadeira Linha Amarela,Jundiaí,2026-05-16 06:00:00,24,62.8,11211.45,Em Manutenção
CH-10900,EQP-217,Utilitário Leve,Cuiabá,2026-04-30 16:00:00,48,39.2,1765.19,Em Operação
CH-10901,EQP-243,Trator Agro,Cuiabá,2026-05-06 06:00:00,72,10.8,4770.03,Em Operação
CH-10902,EQP-107,Caminhão Heavy Duty,Uberlândia,2026-02-24 12:00:00,48,27.4,630.28,Em Operação
CH-10903,EQP-231,Caminhão Heavy Duty,Ribeirão Preto,2026-01-27 04:00:00,48,6.7,10305.43,Em Operação
CH-10904,EQP-203,Escavadeira Linha Amarela,Jundiaí,2026-04-28 16:00:00,72,66.3,4497.44,Em Operação
